date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,vKN (sc),KN%,wKN/C,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
2023/09/30,4:12 PM.,PHI,NYM,home,Partly Cloudy.,65,592836,3B,3,1,1,0,0,0,0,0,1,1,1,.239,.293,.337,.630,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,,,,104.0,97.0,100.0,0.233,0.176,0.332,0.026,,-0.82,0.48,0.53,-1.43,,92.8,87.9,92.4,82.5,,0.257,0.541,0.254,0.158,0.632,0.342,0.205,0.295,0.244,0.212,0.485,0.36,0.273,0.429,0.1,,,,,,,,,,,,,92.0,91.0,94.0,0.057,-1.07,74.8,99.0,103.0,100.0,0.176,-0.44,87.1,0.284,0.441,0.158
2023/09/30,7:15 PM.,PHI,NYM,home,Cloudy.,63,674681,SS,5,2,2,1,0,0,0,0,0,2,2,.247,.298,.351,.649,674681,michaelplassmeyer,Plassmeyer,Left,Michael Plassmeyer,PHI,22.09,15.59,3.2,98.0,85.0,100.0,0.745,9.82,0.0,19.64,7.36,0.63,0.313,0.375,0.188,0.375,0.447,82.0,102.0,103.0,,,,90.0,75.0,89.0,,,,,,,,0.612,,0.153,,-6.58,,,-13.02,,88.8,,,76.4,,0.455,1.273,0.258,0.667,1.0,0.14300000000000002,,,,,,,,,,90.0,102.0,100.0,0.235,-1.74,83.1,0.167,0.167,0.33299999999999996,,,,,,,,,,,,,,,,,,
2023/09/28,7:11 PM.,MIA,NYM,home,Cloudy.,62,666200,2B,3,0,0,0,0,0,0,0,1,2,3,.236,.284,.337,.621,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,,,,,,,0.04,0.457,,0.289,,0.93,,-0.81,-0.26,,96.7,,96.5,85.1,,0.232,0.384,0.19399999999999998,0.233,0.389,0.518,,,,,,,0.314,0.686,0.102,93.0,99.0,100.0,0.21,-0.09,88.3,0.248,0.429,0.361,,,,,,,,,,68.0,87.0,76.0,0.004,0.74,91.4,,,
2023/09/27,4:10 PM.,MIA,NYM,home,Partly Cloudy.,66,666129,SS,5,1,1,0,0,0,0,0,0,2,2,.256,.299,.366,.665,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,79.0,101.0,93.0,91.0,102.0,97.0,100.0,102.0,102.0,,,,,,,0.317,0.075,,0.258,,-1.84,,1.06,0.45,,90.8,,90.5,82.8,,0.325,0.575,0.159,0.169,0.302,0.408,,,,0.5,1.059,0.2,0.256,0.377,0.107,85.0,95.0,86.0,0.088,0.73,84.1,0.286,0.327,0.327,,,,80.0,97.0,95.0,0.084,-4.44,77.7,95.0,100.0,97.0,0.177,1.53,87.5,0.243,0.477,0.247
2023/09/27,7:40 PM.,MIA,NYM,home,Clear.,61,456501,2B,4,0,0,0,0,0,0,0,0,0,3,.244,.286,.349,.635,456501,johnnycueto,Cueto,Right,Johnny Cueto,MIA,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.472,0.161,0.323,0.408,87.0,116.0,112.0,89.0,103.0,100.0,88.0,95.0,96.0,,,,,,,0.196,0.346,,0.234,,-0.03,,2.47,-1.92,,92.2,,92.2,86.1,,0.242,0.53,0.245,0.27,0.73,0.154,,,,,,,0.244,0.4,0.035,73.0,106.0,102.0,0.192,-3.11,84.1,0.286,0.595,0.278,,,,120.0,47.0,56.0,0.004,-3.06,76.0,69.0,90.0,66.0,0.028,0.08,88.1,0.222,0.333,0.1
2023/09/24,6:08 PM.,PHI,NYM,away,Cloudy.,66,650911,2B,4,1,1,0,0,1,2,0,0,3,0,.260,.305,.377,.682,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,,,,71.0,104.0,97.0,123.0,100.0,100.0,,,,,,,0.462,,,0.211,,,,0.65,0.2,,,,92.1,82.7,,,,,0.25,0.456,0.297,,,,,,,0.297,0.523,0.107,75.0,98.0,104.0,0.327,1.1,81.8,0.148,0.274,0.43,,,,,,,,,,,,,,,,,,
2023/09/23,4:08 PM.,PHI,NYM,away,Cloudy.,61,554430,2B,4,1,1,0,0,0,0,0,0,2,3,.260,.308,.342,.650,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,,,,,,,0.18,0.435,,0.123,,1.69,,1.62,0.36,,95.8,,95.2,84.4,,0.199,0.333,0.314,0.198,0.36,0.392,,,,0.264,0.473,0.33,0.252,0.308,0.192,48.0,106.0,77.0,0.004,-6.22,90.8,,,,,,,116.0,105.0,114.0,0.115,-1.61,81.4,96.0,102.0,102.0,0.144,-0.63,90.9,0.27,0.426,0.228
2023/09/22,7:06 PM.,PHI,NYM,away,Partly Cloudy.,66,592836,2B,4,0,0,0,0,0,0,0,0,0,1,.261,.311,.348,.659,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,,,,104.0,97.0,100.0,0.233,0.176,0.332,0.026,,-0.82,0.48,0.53,-1.43,,92.8,87.9,92.4,82.5,,0.257,0.541,0.254,0.158,0.632,0.342,0.205,0.295,0.244,0.212,0.485,0.36,0.273,0.429,0.1,,,,,,,,,,,,,92.0,91.0,94.0,0.057,-1.07,74.8,99.0,103.0,100.0,0.176,-0.44,87.1,0.284,0.441,0.158
2023/09/21,7:17 PM.,PHI,NYM,away,Partly Cloudy.,69,624133,2B,5,0,0,0,0,0,0,0,0,1,2,.277,.329,.369,.698,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,,,,,,,0.28,0.215,,0.005,,-0.65,,0.52,4.65,,93.4,,92.8,84.1,,0.304,0.478,0.21899999999999997,0.2,0.2,0.0,,,,0.143,0.226,0.377,0.289,0.409,0.1,70.0,98.0,99.0,0.184,-1.45,82.9,0.267,0.444,0.311,,,,95.0,104.0,102.0,0.19,1.95,75.8,97.0,97.0,94.0,0.126,-1.27,87.5,0.34,0.585,0.179
2023/09/20,6:41 PM.,MIA,NYM,away,Roof Closed.,72,691587,2B,3,2,1,0,0,0,0,0,2,0,0,.300,.354,.400,.754,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,,,,0.454,,0.308,,-0.47,,,0.99,,97.5,,,86.4,,0.289,0.585,0.187,0.183,0.365,0.47700000000000004,,,,0.098,0.171,0.5429999999999999,,,,86.0,85.0,82.0,0.098,0.99,89.7,0.045,0.045,0.462,,,,91.0,95.0,99.0,0.14,1.89,81.2,,,,,,,,,
2023/09/19,6:41 PM.,MIA,NYM,away,Roof Closed.,72,666129,3B,5,0,1,1,0,0,0,0,0,1,4,.298,.333,.404,.737,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,79.0,101.0,93.0,91.0,102.0,97.0,100.0,102.0,102.0,,,,,,,0.317,0.075,,0.258,,-1.84,,1.06,0.45,,90.8,,90.5,82.8,,0.325,0.575,0.159,0.169,0.302,0.408,,,,0.5,1.059,0.2,0.256,0.377,0.107,85.0,95.0,86.0,0.088,0.73,84.1,0.286,0.327,0.327,,,,80.0,97.0,95.0,0.084,-4.44,77.7,95.0,100.0,97.0,0.177,1.53,87.5,0.243,0.477,0.247
2023/09/18,6:41 PM.,MIA,NYM,away,Roof Closed.,72,665795,3B,4,1,1,0,0,0,0,1,0,3,1,.308,.345,.404,.749,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,,,,,,,0.093,0.279,,0.081,,0.19,,-0.3,-0.71,,96.2,,96.1,88.2,,0.211,0.366,0.191,0.222,0.444,0.306,,,,0.24,0.38,0.38,0.28,0.44,0.233,91.0,98.0,99.0,0.314,1.29,92.9,0.186,0.3,0.363,,,,109.0,102.0,103.0,0.234,-0.37,84.6,,,,,,,,,
2023/09/17,1:42 PM.,CIN,NYM,home,Sunny.,77,682227,2B,5,0,2,0,0,0,1,0,0,2,5,.313,.353,.417,.770,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,4.46,4.77,117.0,99.0,93.0,96.0,0.801,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,64.0,99.0,86.0,,,,132.0,104.0,113.0,,,,,,,,0.372,,0.102,,-0.15,,,-1.33,,92.8,,,81.7,,0.269,0.433,0.171,0.0,0.0,0.273,,,,0.333,0.6,0.14300000000000002,,,,97.0,94.0,99.0,0.165,-0.51,84.0,0.183,0.39,0.39899999999999997,,,,98.0,96.0,103.0,0.064,-1.75,73.1,106.0,102.0,98.0,0.298,1.71,89.3,0.252,0.433,0.185
2023/09/16,7:12 PM.,CIN,NYM,home,Clear.,72,671096,3B,4,0,2,0,0,0,1,1,0,1,1,.302,.348,.419,.767,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.347,0.404,81.0,99.0,91.0,,,,106.0,107.0,113.0,,,,,,,,0.501,,0.165,,-0.02,,,1.61,,92.7,,,82.9,,0.249,0.459,0.198,0.174,0.304,0.29,,,,0.367,0.65,0.26,,,,72.0,96.0,91.0,0.163,0.99,86.6,0.203,0.27,0.39399999999999996,,,,99.0,103.0,103.0,0.171,-2.27,80.9,,,,,,,,,
2023/09/15,7:11 PM.,CIN,NYM,home,Partly Cloudy.,67,668881,3B,3,0,0,0,0,0,0,0,1,1,1,.282,.333,.410,.743,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,127.0,103.0,105.0,,,,126.0,104.0,112.0,,,,,,,,0.544,,0.404,,-0.95,,,0.16,,98.3,,,87.3,,0.265,0.518,0.252,0.229,0.416,0.392,,,,,,,,,,69.0,88.0,90.0,0.053,-2.39,91.1,0.304,0.478,0.242,,,,,,,,,,,,,,,,,,
2023/09/12,7:11 PM.,AZ,NYM,home,Partly Cloudy.,78,669194,2B,4,1,1,0,0,1,2,0,0,1,3,.306,.342,.444,.786,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,102.0,104.0,103.0,,,,106.0,105.0,113.0,,,,,,,,0.546,,0.134,,-0.72,,,0.52,,94.4,,,81.7,,0.308,0.553,0.16699999999999998,0.174,0.565,0.257,,,,0.429,0.714,0.182,,,,96.0,96.0,98.0,0.133,-0.16,83.3,0.203,0.407,0.312,,,,99.0,94.0,98.0,0.052,-2.44,76.4,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,0.539,0.218
2023/09/11,8:22 PM.,AZ,NYM,home,Partly Cloudy.,73,605200,2B,3,0,1,1,0,0,2,1,1,1,1,.313,.353,.375,.728,605200,zachdavies,Davies,Right,Zach Davies,ARI,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.398,0.14,0.371,0.36,72.0,100.0,91.0,71.0,97.0,88.0,113.0,105.0,101.0,,,,,,,0.325,0.226,,0.027,,-0.05,,-1.5,-1.83,,89.3,,89.6,80.8,,0.21,0.355,0.18100000000000002,0.25,0.5,0.16699999999999998,,,,0.188,0.5,0.2,0.381,0.552,0.096,78.0,106.0,100.0,0.248,-1.19,80.7,0.275,0.477,0.37200000000000005,,,,89.0,99.0,100.0,0.061,-0.55,77.0,73.0,93.0,88.0,0.113,0.13,87.5,0.3,0.3,0.145
2023/09/10,1:13 PM.,MIN,NYM,away,Cloudy.,69,641154,2B,4,0,0,0,0,0,0,0,0,2,1,.310,.333,.345,.678,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,,,,0.106,0.345,,0.214,,0.1,,2.08,1.34,,94.9,,94.5,84.4,,0.268,0.468,0.315,0.173,0.287,0.366,,,,0.202,0.33,0.364,0.278,0.342,0.126,90.0,108.0,109.0,0.211,-0.17,88.4,0.257,0.41,0.284,,,,93.0,110.0,114.0,0.125,0.25,82.5,,,,,,,,,
2023/09/09,1:12 PM.,MIN,NYM,away,Overcast.,74,628317,2B,3,0,1,0,0,0,0,0,1,0,0,.360,.385,.400,.785,628317,kentamaeda,Maeda,Right,Kenta Maeda,MIN,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.399,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,,,,138.0,107.0,112.0,0.064,0.274,0.319,0.306,,0.35,1.6,-0.88,-0.07,,91.0,84.1,90.3,81.6,,0.275,0.451,0.251,0.206,0.471,0.28800000000000003,0.182,0.263,0.35,0.333,0.667,0.063,0.385,0.538,0.128,,,,,,,,,,,,,94.0,96.0,95.0,0.036,-2.4,76.4,,,,,,,,,
2023/09/08,7:10 PM.,MIN,NYM,away,Clear.,75,572971,2B,3,0,0,0,0,0,0,0,0,1,3,.364,.364,.409,.773,572971,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIN,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.189,0.315,0.333,,,,64.0,92.0,86.0,64.0,94.0,95.0,,,,,,,0.347,,,0.129,,,,0.39,0.06,,,,87.4,78.3,,,,,0.222,0.278,0.441,,,,,,,0.245,0.367,0.084,74.0,110.0,108.0,0.271,-0.58,80.3,0.327,0.473,0.196,,,,,,,,,,92.0,94.0,90.0,0.254,-2.63,84.8,0.379,0.69,0.24600000000000002
2023/09/06,7:05 PM.,WSH,NYM,away,Clear.,97,672851,2B,4,0,2,0,0,0,0,1,0,1,1,.421,.421,.474,.895,672851,joanadon,Adon,Right,Joan Adon,WSN,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.411,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,,,,,,,0.136,0.395,,0.113,,0.26,,-1.28,-2.74,,94.5,,94.2,87.3,,0.288,0.411,0.221,0.318,0.455,0.28600000000000003,,,,0.315,0.63,0.253,0.314,0.629,0.013999999999999999,86.0,98.0,102.0,0.152,0.68,88.1,0.148,0.222,0.33899999999999997,,,,104.0,101.0,102.0,0.205,-3.51,80.8,,,,,,,,,
2023/09/05,7:04 PM.,WSH,NYM,away,Partly Cloudy.,92,571578,2B,4,0,1,0,0,0,1,0,0,0,1,.400,.400,.467,.867,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,,,,0.417,0.169,,0.35,,-0.69,,-0.89,-0.51,,91.8,,92.1,80.5,,0.327,0.541,0.121,0.233,0.461,0.397,,,,,,,0.32,0.463,0.07400000000000001,66.0,101.0,96.0,0.064,-2.07,81.2,0.29,0.645,0.4,,,,,,,,,,,,,,,,,,
2023/09/03,1:41 PM.,SEA,NYM,home,Sunny.,87,669923,2B,4,1,1,0,0,0,0,1,0,0,1,.455,.455,.545,1.000,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,,,,95.0,103.0,110.0,0.216,0.394,0.061,0.197,0.115,1.34,1.07,0.43,1.03,0.35,96.1,84.9,95.8,86.3,81.8,0.234,0.392,0.28,0.264,0.377,0.22,0.143,0.286,0.35700000000000004,0.265,0.458,0.159,0.261,0.383,0.131,94.0,107.0,111.0,0.018,-5.31,86.6,0.5,0.9,0.125,75.1,0.001,0.26,,,,,,,,,,,,,,,
2023/09/02,7:10 PM.,SEA,NYM,home,Partly Cloudy.,71,622491,2B,4,0,2,0,0,0,0,1,0,1,1,.571,.571,.714,1.285,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,,,,,,,0.179,0.444,,0.221,,1.31,,0.6,-0.12,,96.3,,95.9,85.7,,0.165,0.384,0.33,0.234,0.455,0.37799999999999995,,,,,,,0.239,0.337,0.136,83.0,108.0,105.0,0.156,-1.6,88.3,0.28,0.42,0.325,,,,,,,,,,,,,,,,,,
2023/09/01,7:11 PM.,SEA,NYM,home,Clear.,72,669302,2B,3,0,2,1,0,0,0,0,0,1,0,.667,.667,1.000,1.667,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,98.0,103.0,117.0,0.003,0.419,0.148,0.297,0.134,0.01,0.25,-11.33,1.84,0.39,95.7,85.6,93.7,88.7,80.3,0.28,0.491,0.177,0.211,0.349,0.322,0.174,0.34,0.35,0.214,0.371,0.306,0.667,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
