date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,FO%,wFO/C,vFO
2024/09/01,12:12 PM.,MIL,CIN,home,Partly Cloudy.,81,668964,DH,2,0,0,0,0,0,0,0,0,1,3,.233,.313,.378,.691,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,87.0,105.0,100.0,92.0,106.0,103.0,0.401,0.21,0.041,0.114,0.58,1.43,-3.19,1.18,92.9,81.1,85.5,77.8,0.239,0.436,0.194,0.083,0.083,0.444,0.198,0.255,0.248,73.0,99.0,104.0,0.421,0.579,0.194,71.0,92.0,74.0,0.005,11.28,91.5,,,,0.0,0.0,0.0,,,,,,,,,,96.0,100.0,91.0,0.23,,-0.75,,89.2,,0.336,0.518,0.123,,,,,,,,,,,,,,,
2024/08/31,7:17 PM.,MIL,CIN,home,Cloudy.,79,593423,1B,3,1,1,1,0,0,0,0,0,0,1,.234,.315,.381,.696,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,83.0,105.0,98.0,117.0,103.0,106.0,0.332,0.107,,,-0.02,-1.94,,,95.6,,85.4,,0.206,0.367,0.231,,,,0.288,0.577,0.325,,,,,,,83.0,100.0,98.0,0.191,1.13,94.8,,,,0.248,0.407,0.113,119.0,99.0,105.0,0.183,-0.23,86.0,0.218,0.297,0.426,109.0,95.0,95.0,0.187,,-1.4,,90.4,,0.326,0.609,0.223,,,,,,,,,,,,,,,
2024/08/30,12:41 PM.,MIL,CIN,home,Sunny.,92,607067,1B,1,0,0,0,0,0,0,0,0,1,0,.231,.313,.377,.690,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,,,,70.0,109.0,95.0,109.0,106.0,108.0,0.193,0.172,0.042,,0.49,1.41,-3.64,,92.9,,82.0,78.7,0.207,0.314,0.248,,,,,,,100.0,109.0,104.0,0.394,0.636,0.18,82.0,103.0,96.0,0.311,-0.28,92.3,0.159,0.234,0.227,0.298,0.482,0.115,78.0,98.0,96.0,0.088,-2.02,86.5,0.286,0.492,0.277,76.0,94.0,88.0,0.194,,-1.34,,87.6,,0.287,0.656,0.168,,,,,,,,,,,,,,,
2024/08/29,5:12 PM.,OAK,CIN,home,Partly Cloudy.,92,669372,DH,2,2,1,0,0,0,0,0,2,1,0,.232,.314,.378,.692,669372,jtginn,Ginn,Right,J.T. Ginn,OAK,4.24,4.59,34.0,100.0,100.0,99.0,0.738,7.68,2.38,9.53,1.06,1.45,0.245,0.431,0.137,0.284,0.429,93.0,96.0,97.0,72.0,76.0,78.0,107.0,102.0,103.0,0.035,0.309,,0.146,1.23,2.3,,-0.36,92.2,87.0,85.3,,0.0,0.0,0.333,0.389,0.556,0.375,0.158,0.237,0.355,,,,,,,100.0,102.0,99.0,0.511,-0.98,92.9,,,,0.319,0.472,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/28,6:42 PM.,OAK,CIN,home,Partly Cloudy.,88,674370,1B,2,0,0,0,0,0,0,0,0,1,1,.230,.308,.377,.685,674370,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.72,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.258,0.425,78.0,103.0,102.0,102.0,95.0,92.0,131.0,103.0,111.0,0.394,0.211,,0.152,0.18,1.83,,1.82,94.8,88.9,85.8,,0.203,0.297,0.287,0.121,0.152,0.343,0.197,0.311,0.27,,,,,,,102.0,89.0,87.0,0.099,-0.7,94.9,,,,0.304,0.478,0.146,,,,,,,,,,93.0,99.0,96.0,0.143,,2.25,,86.9,,0.152,0.212,0.197,,,,,,,,,,,,,,,
2024/08/27,6:42 PM.,OAK,CIN,home,Clear.,93,687765,DH,3,0,0,0,0,0,0,0,1,2,5,.232,.311,.380,.691,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,,,,121.0,105.0,109.0,,0.326,0.121,0.011,,0.01,-0.82,-7.88,,88.4,84.3,80.4,,,,0.571,0.857,0.0,0.278,0.493,0.276,118.0,117.0,117.0,0.196,0.351,0.31,40.0,97.0,84.0,0.146,-1.41,91.9,,,,0.338,0.403,0.16,,,,,,,,,,99.0,100.0,96.0,0.396,,-0.41,,90.7,,0.278,0.472,0.176,,,,,,,,,,,,,,,
2024/08/25,1:35 PM.,PIT,CIN,away,Partly Cloudy.,87,682847,1B,4,0,1,0,0,0,0,0,0,0,5,.235,.311,.385,.696,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,PIT,3.32,4.31,135.2,100.0,104.0,99.0,0.816,7.1,2.79,7.23,1.06,0.94,0.246,0.425,0.166,0.286,0.443,66.0,87.0,88.0,97.0,104.0,97.0,121.0,102.0,109.0,0.268,0.268,,0.009,1.02,-0.41,,0.21,95.9,90.6,85.8,,0.187,0.331,0.208,,,,0.203,0.392,0.31,,,,,,,105.0,97.0,95.0,0.258,1.13,94.9,,,,0.237,0.374,0.129,,,,,,,,,,90.0,100.0,94.0,0.197,,0.71,,91.0,,0.273,0.416,0.168,,,,,,,,,,,,,,,
2024/08/24,6:41 PM.,PIT,CIN,away,Clear.,87,663765,DH,4,1,1,1,0,0,0,0,0,2,0,.234,.312,.387,.699,663765,jakewoodford,Woodford,Right,Jake Woodford,- - -,7.97,5.67,35.0,99.0,90.0,95.0,0.874,6.69,2.31,12.34,1.54,0.94,0.233,0.45,0.132,0.333,0.424,58.0,104.0,95.0,66.0,106.0,93.0,99.0,102.0,106.0,0.029,0.282,,0.05,-0.64,-2.09,,-0.65,91.3,85.6,80.7,,,,,0.2,0.2,0.091,,,,,,,,,,92.0,99.0,91.0,0.448,-2.26,91.5,0.26,0.5,0.272,0.366,0.592,0.046,,,,,,,,,,85.0,92.0,88.0,0.191,,-0.82,,88.6,,0.308,0.5,0.13,,,,,,,,,,,,,,,
2024/08/22,6:43 PM.,PIT,CIN,away,Clear.,76,694973,1B,3,0,0,0,0,0,0,0,0,3,1,.234,.313,.385,.698,694973,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.53,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.235,0.427,82.0,108.0,107.0,98.0,107.0,103.0,131.0,101.0,113.0,0.392,0.162,0.108,0.054,0.64,0.8,-0.18,2.34,98.8,87.3,85.4,83.0,0.23,0.351,0.242,0.088,0.118,0.548,0.286,0.571,0.328,105.0,100.0,104.0,0.25,0.375,0.337,80.0,95.0,86.0,0.284,3.52,94.0,0.104,0.188,0.226,0.184,0.234,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/15,6:36 PM.,BAL,BOS,away,Clear.,86,621107,1B,2,0,0,0,0,0,0,0,0,1,1,.237,.317,.390,.707,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,61.0,105.0,94.0,122.0,107.0,113.0,0.09,0.097,0.188,0.061,-0.64,0.46,-1.27,0.21,92.4,85.6,79.7,78.8,0.236,0.418,0.248,0.188,0.354,0.105,,,,108.0,112.0,108.0,0.291,0.472,0.333,91.0,109.0,105.0,0.282,0.0,91.7,0.236,0.473,0.203,0.293,0.404,0.133,,,,,,,,,,85.0,105.0,98.0,0.282,,1.54,,88.2,,0.214,0.345,0.223,,,,,,,,,,,,,,,
2024/08/14,6:11 PM.,TEX,BOS,home,Cloudy.,77,641540,1B,2,0,1,0,0,0,0,0,0,0,0,.239,.319,.393,.712,641540,danedunning,Dunning,Right,Dane Dunning,TEX,5.31,5.28,95.0,98.0,82.0,94.0,0.785,8.62,3.79,9.19,1.71,1.15,0.158,0.5,0.127,0.345,0.425,83.0,94.0,86.0,40.0,103.0,91.0,102.0,100.0,97.0,0.028,0.234,,0.125,-2.6,-1.44,,-1.22,89.2,85.0,80.6,,0.25,0.583,0.259,0.233,0.488,0.327,0.274,0.512,0.304,,,,0.0,0.0,0.429,79.0,102.0,97.0,0.377,0.0,89.7,,,,0.276,0.442,0.133,,,,,,,,,,74.0,99.0,94.0,0.188,0.047,-0.73,0.09,88.1,75.6,0.254,0.46,0.242,58.0,89.0,98.0,,,,,,,,,,0.001,-6.34,76.4
2024/08/13,7:12 PM.,TEX,BOS,home,Partly Cloudy.,81,570632,1B,4,1,1,0,0,0,0,0,0,1,2,.237,.318,.392,.710,570632,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.43,109.0,98.0,83.0,95.0,0.797,5.78,3.22,8.67,1.07,1.57,0.24,0.411,0.146,0.297,0.397,76.0,94.0,88.0,88.0,97.0,93.0,76.0,99.0,98.0,0.063,0.341,,0.187,-2.67,-0.19,,-0.66,96.4,88.7,87.0,,0.385,0.769,0.167,0.2,0.471,0.321,0.242,0.363,0.331,,,,,,,91.0,99.0,96.0,0.409,0.74,96.0,,,,0.271,0.372,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/12,7:12 PM.,TEX,BOS,home,Cloudy.,71,641816,1B,1,0,1,0,0,0,0,0,1,0,0,.237,.319,.394,.713,641816,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.75,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,,,,89.0,110.0,104.0,101.0,81.0,93.0,0.528,0.135,,,-0.15,0.12,,,91.4,,83.7,,0.25,0.469,0.262,,,,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,80.0,110.0,97.0,0.301,-0.49,85.5,0.4,0.4,0.278,83.0,94.0,91.0,0.035,,-1.09,,85.3,,,,,,,,,,,,,,,,,,,
2024/08/11,1:37 PM.,HOU,BOS,home,Partly Cloudy.,81,686613,P,3,0,1,0,0,0,0,0,0,0,1,.233,.313,.392,.705,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,110.0,103.0,107.0,0.347,0.051,,0.126,0.16,1.7,,0.95,96.0,88.4,89.1,,0.244,0.413,0.288,0.221,0.26,0.296,0.2,0.2,0.236,,,,0.237,0.421,0.305,93.0,102.0,98.0,0.182,0.92,95.6,,,,0.275,0.321,0.161,,,,,,,,,,90.0,103.0,101.0,0.17,0.125,0.14,-0.79,92.4,82.9,0.23,0.363,0.216,127.0,100.0,106.0,,,,,,,,,,,,
2024/08/10,4:10 PM.,HOU,BOS,home,Partly Cloudy.,87,681293,1B,3,0,0,0,0,0,0,0,0,2,0,.232,.313,.392,.705,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,91.0,100.0,99.0,117.0,93.0,101.0,0.41,0.108,0.2,0.086,-1.33,0.99,0.8,-2.52,94.1,85.5,80.8,78.4,0.303,0.528,0.198,0.395,0.512,0.378,,,,118.0,98.0,104.0,0.171,0.282,0.424,,,,,,,0.113,0.226,0.386,,,,,,,,,,,,,66.0,98.0,96.0,0.196,,0.57,,88.2,,0.248,0.444,0.228,,,,,,,,,,,,,,,
2024/08/09,7:12 PM.,HOU,BOS,home,Cloudy.,82,669854,1B,4,0,0,0,0,0,0,0,0,2,0,.235,.317,.397,.714,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,85.0,95.0,90.0,89.0,103.0,101.0,0.383,0.302,0.094,0.221,-0.42,2.24,2.55,-0.16,93.4,85.2,86.4,80.1,0.232,0.497,0.192,0.188,0.356,0.343,0.18,0.284,0.333,75.0,96.0,100.0,0.071,0.071,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/06,7:10 PM.,KC,BOS,away,Partly Cloudy.,77,607625,1B,3,2,1,1,0,0,0,0,0,1,1,.239,.322,.404,.726,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,75.0,103.0,95.0,125.0,97.0,105.0,0.24,0.135,0.262,0.069,0.7,-0.67,1.44,0.08,92.2,87.4,85.2,79.4,0.234,0.392,0.176,0.208,0.333,0.291,0.213,0.387,0.2,126.0,100.0,110.0,0.178,0.271,0.339,68.0,101.0,92.0,0.185,0.65,92.1,0.375,0.75,0.109,0.274,0.381,0.129,93.0,107.0,106.0,0.026,0.07,85.7,0.105,0.421,0.351,97.0,103.0,103.0,0.082,,2.86,,90.1,,0.228,0.228,0.23,,,,0.215,0.28,0.285,,,,,,,,,
2024/08/05,7:10 PM.,KC,BOS,away,Clear.,95,663903,1B,3,1,1,0,0,0,0,0,0,2,1,.238,.319,.401,.720,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,63.0,96.0,86.0,106.0,99.0,102.0,0.113,0.455,,0.019,-2.09,0.0,,-5.71,91.6,88.1,82.9,,0.326,0.609,0.197,0.429,0.5,0.111,0.207,0.361,0.354,,,,,,,70.0,101.0,91.0,0.413,0.77,92.2,0.327,0.571,0.35,0.267,0.389,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/04,1:37 PM.,TEX,BOS,away,Roof Closed.,74,543135,1B,4,0,1,1,0,0,0,0,0,2,0,.237,.319,.402,.721,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,75.0,105.0,98.0,114.0,102.0,102.0,0.374,0.033,0.137,,0.83,-0.69,-0.79,,95.4,,86.3,76.7,0.212,0.335,0.178,,,,0.269,0.462,0.25,99.0,104.0,104.0,0.214,0.471,0.355,,,,,,,,,,,,,127.0,101.0,110.0,0.308,1.55,88.4,0.2,0.286,0.368,91.0,108.0,99.0,0.148,,-1.41,,91.4,,0.327,0.624,0.2,,,,,,,,,,,,,,,
2024/08/02,7:07 PM.,TEX,BOS,away,Roof Closed.,74,570632,1B,5,0,1,1,0,0,1,0,0,1,5,.236,.320,.400,.720,570632,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.43,109.0,98.0,83.0,95.0,0.797,5.78,3.22,8.67,1.07,1.57,0.24,0.411,0.146,0.297,0.397,76.0,94.0,88.0,88.0,97.0,93.0,76.0,99.0,98.0,0.063,0.341,,0.187,-2.67,-0.19,,-0.66,96.4,88.7,87.0,,0.385,0.769,0.167,0.2,0.471,0.321,0.242,0.363,0.331,,,,,,,91.0,99.0,96.0,0.409,0.74,96.0,,,,0.271,0.372,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/31,4:11 PM.,SEA,BOS,home,Cloudy.,80,669923,1B,4,1,1,1,0,0,0,0,0,1,0,.237,.322,.400,.722,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,102.0,107.0,101.0,110.0,104.0,110.0,0.339,0.237,,,0.46,1.28,,,96.0,,87.2,,0.221,0.458,0.291,,,,0.226,0.316,0.271,,,,0.333,0.439,0.286,106.0,108.0,108.0,0.236,1.5,96.0,,,,0.263,0.354,0.105,109.0,100.0,108.0,0.102,-2.05,86.0,0.253,0.413,0.295,97.0,99.0,93.0,0.004,0.082,0.79,-1.95,92.3,83.4,,,,114.0,110.0,113.0,,,,73.9,0.0,-3.5,,,,,,
2024/07/30,7:11 PM.,SEA,BOS,home,Clear.,84,622491,1B,4,0,2,2,0,0,1,0,0,0,0,.237,.324,.398,.722,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,120.0,105.0,103.0,72.0,106.0,108.0,0.454,0.224,,0.143,0.97,0.65,,-1.63,95.6,88.1,85.7,,0.203,0.365,0.273,0.287,0.545,0.265,0.207,0.357,0.358,,,,,,,100.0,102.0,98.0,0.179,-0.41,95.6,,,,0.298,0.457,0.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/29,7:11 PM.,SEA,BOS,home,Partly Cloudy.,72,669302,1B,4,2,2,1,0,1,2,0,0,2,0,.232,.321,.386,.707,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,,,,106.0,101.0,97.0,146.0,102.0,115.0,0.308,0.32,0.118,,1.41,1.72,0.81,,96.6,,88.4,83.2,0.204,0.383,0.193,,,,0.21,0.375,0.368,124.0,99.0,107.0,0.181,0.301,0.354,91.0,102.0,97.0,0.015,0.32,95.5,,,,0.286,0.286,0.05,99.0,96.0,104.0,0.134,1.18,84.5,0.101,0.162,0.506,116.0,104.0,103.0,0.106,,0.14,,92.3,,0.247,0.483,0.272,,,,,,,,,,,,,,,
2024/07/28,7:10 PM.,NYY,BOS,home,Partly Cloudy.,74,607074,1B,2,0,0,0,0,0,0,0,0,1,3,.227,.317,.365,.682,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,114.0,98.0,101.0,144.0,104.0,113.0,0.494,0.26,0.083,0.129,0.05,-0.4,-1.32,1.44,95.4,85.5,86.8,81.0,0.262,0.514,0.214,0.188,0.247,0.495,0.199,0.361,0.393,103.0,86.0,93.0,0.281,0.531,0.276,,,,,,,,,,,,,,,,,,,,,,100.0,83.0,82.0,0.035,,-3.11,,91.8,,0.353,0.647,0.255,,,,,,,,,,,,,,,
2024/07/27,7:18 PM.,NYY,BOS,home,Clear.,81,573186,1B,5,1,1,1,0,0,0,0,0,1,2,.229,.320,.368,.688,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,48.0,88.0,79.0,93.0,102.0,102.0,0.032,0.16,0.165,,-4.01,-2.37,-0.03,,89.9,,85.3,81.3,0.455,0.636,0.259,,,,0.258,0.386,0.272,94.0,89.0,94.0,0.0,0.0,0.265,90.0,94.0,90.0,0.351,-0.03,90.0,,,,0.306,0.466,0.12,82.0,99.0,93.0,0.111,-0.31,83.3,0.235,0.309,0.241,106.0,101.0,99.0,0.182,,-0.26,,88.1,,0.296,0.519,0.187,,,,0.309,0.515,0.313,,,,,,,,,
2024/07/26,7:12 PM.,NYY,BOS,home,Clear.,84,641482,1B,2,0,0,0,0,0,0,0,0,2,2,.230,.323,.367,.690,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,99.0,103.0,100.0,99.0,98.0,101.0,0.442,0.168,,0.097,0.25,-1.27,,-0.89,92.1,83.6,78.2,,0.235,0.443,0.215,0.226,0.369,0.326,0.364,0.727,0.167,,,,,,,86.0,116.0,113.0,0.014,1.37,90.3,0.284,0.511,0.25,0.143,0.143,0.316,,,,,,,,,,109.0,100.0,102.0,0.28,,1.32,,87.5,,0.249,0.378,0.251,,,,,,,,,,,,,,,
2024/07/24,1:11 PM.,COL,BOS,away,Sunny.,93,615698,P,3,0,0,0,0,0,1,0,1,1,2,.232,.326,.371,.697,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,88.0,97.0,103.0,,,,,,,,,0.126,0.018,,,-0.77,1.81,,84.9,,79.6,,,,0.222,0.222,0.167,,,,98.0,101.0,104.0,0.25,0.531,0.282,79.0,95.0,89.0,0.402,-2.0,93.8,,,,0.35,0.596,0.184,109.0,94.0,97.0,0.32,0.4,86.5,0.206,0.314,0.234,76.0,96.0,93.0,0.135,,-0.41,,87.8,,0.296,0.507,0.203,,,,,,,,,,,,,,,
2024/07/23,6:41 PM.,COL,BOS,away,Clear.,89,621389,1B,0,0,0,0,0,0,0,0,1,0,0,.236,.327,.377,.704,621389,tyblach,Blach,Left,Ty Blach,COL,6.94,7.32,71.1,101.0,71.0,88.0,0.875,4.54,2.27,13.0,2.14,1.17,0.248,0.374,0.104,0.356,0.463,71.0,99.0,87.0,92.0,82.0,73.0,,,,0.345,0.001,0.109,0.245,-1.64,-3.5,-1.07,-2.05,89.1,80.0,85.0,79.2,0.371,0.571,0.072,0.342,0.507,0.208,,,,38.0,90.0,88.0,0.2,0.36,0.176,58.0,109.0,91.0,0.162,-5.1,89.3,,,,0.426,0.936,0.124,,,,,,,,,,77.0,107.0,88.0,0.137,,-0.5,,82.9,,0.275,0.51,0.209,,,,,,,,,,,,,,,
2024/07/22,6:40 PM.,COL,BOS,away,Partly Cloudy.,83,596295,PH,1,0,1,1,0,0,1,0,0,0,0,.236,.324,.377,.701,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,82.0,103.0,99.0,71.0,98.0,91.0,91.0,103.0,102.0,0.404,0.167,,0.205,-1.23,-0.17,,-0.15,90.4,81.1,83.8,,0.305,0.6,0.096,0.28,0.409,0.273,0.274,0.513,0.22,,,,0.22,0.368,0.269,51.0,110.0,96.0,0.001,-42.96,90.1,,,,,,,,,,,,,,,,,,,,0.224,,-0.08,,77.6,,,,93.0,109.0,107.0,,,,,,,,,,,,
